College,Branch,Year,Avg_Package_LPA,Max_Package_LPA,NIRF_Rank,Top_Companies
DrAIT,Electronics and Communication Engineering,2024,7.0,22.2,91,"Siemens, Bosch, ABB"
DrAIT,Electrical and Electronics Engineering,2023,4.4,22.0,123,"L&T, GE, HAL"
DrAIT,Electrical and Electronics Engineering,2024,9.8,18.2,143,"HAL, Bosch, ABB"
DrAIT,Mechanical Engineering,2023,7.1,22.1,179,"Siemens, Bosch, GE"
DrAIT,Mechanical Engineering,2024,4.3,23.9,148,"GE, HAL, BEL"
DrAIT,Civil Engineering,2023,3.0,20.8,180,"Bosch, GE, HAL"
DrAIT,Civil Engineering,2024,3.9,32.4,88,"Bosch, GE, Tata Motors"
DrAIT,Artificial Intelligence and Data Science,2023,7.5,44.1,276,"Wipro, Cisco, Amazon"
DrAIT,Artificial Intelligence and Data Science,2024,9.9,16.8,182,"SAP Labs, TCS, Amazon"
DrAIT,Biotechnology,2023,7.5,13.8,274,"Pfizer, Serum Institute, Novartis"
DrAIT,Biotechnology,2024,7.0,45.9,57,"Serum Institute, Cipla, Biocon"
DrAIT,Data Science,2023,5.7,38.5,186,"Flipkart, Amazon, Cisco"
DrAIT,Data Science,2024,8.9,45.3,286,"Adobe, Infosys, Wipro"
DrAIT,Robotics and Automation Engineering,2023,4.0,26.3,260,"DRDO, Safran, Boeing"
DrAIT,Robotics and Automation Engineering,2024,6.4,17.2,122,"Safran, DRDO, ISRO"
DrAIT,Aerospace Engineering,2023,5.4,38.6,245,"Boeing, ISRO, Airbus"
DrAIT,Aerospace Engineering,2024,5.8,18.2,103,"Boeing, Airbus, ISRO"
DrAIT,Chemical Engineering,2023,5.7,28.1,219,"Novartis, Biocon, Cipla"
DrAIT,Chemical Engineering,2024,5.8,44.9,135,"Biocon, Pfizer, Serum Institute"
RAIT,Computer Science and Engineering,2023,5.3,25.2,251,"TCS, SAP Labs, Wipro"
RAIT,Computer Science and Engineering,2024,7.0,48.3,123,"Google, Infosys, Cisco"
RAIT,Information Science and Engineering,2023,4.8,29.8,66,"Tata Motors, Infosys, Bosch"
RAIT,Information Science and Engineering,2024,4.1,34.8,227,"Tata Motors, Wipro, BEL"
RAIT,Electronics and Communication Engineering,2023,6.0,13.5,202,"ABB, BEL, HAL"
RAIT,Electronics and Communication Engineering,2024,4.8,12.1,206,"Siemens, Bosch, L&T"
RAIT,Electrical and Electronics Engineering,2023,5.4,27.0,82,"Tata Motors, Bosch, HAL"
RAIT,Electrical and Electronics Engineering,2024,5.9,32.6,260,"L&T, Tata Motors, Siemens"
RAIT,Mechanical Engineering,2023,7.8,27.3,142,"HAL, Bosch, L&T"
RAIT,Mechanical Engineering,2024,5.2,28.2,223,"L&T, Tata Motors, Siemens"
RAIT,Civil Engineering,2023,5.2,34.5,252,"Bosch, L&T, BEL"
RAIT,Civil Engineering,2024,9.4,18.1,220,"ABB, BEL, Bosch"
RAIT,Artificial Intelligence and Data Science,2023,8.9,28.1,158,"Cisco, TCS, Flipkart"
RAIT,Artificial Intelligence and Data Science,2024,7.5,51.5,77,"Amazon, TCS, Google"
RAIT,Biotechnology,2023,7.9,37.2,123,"Biocon, Serum Institute, Pfizer"
RAIT,Biotechnology,2024,7.0,14.5,208,"Biocon, Novartis, Cipla"
RAIT,Data Science,2023,9.2,16.6,165,"TCS, Infosys, Google"
RAIT,Data Science,2024,7.1,28.1,106,"Microsoft, Cisco, Google"
RAIT,Robotics and Automation Engineering,2023,8.7,49.9,80,"Safran, DRDO, Airbus"
RAIT,Robotics and Automation Engineering,2024,9.2,26.9,91,"ISRO, DRDO, Safran"
RAIT,Aerospace Engineering,2023,7.4,29.8,190,"ISRO, Airbus, DRDO"
RAIT,Aerospace Engineering,2024,8.7,33.5,63,"Boeing, ISRO, DRDO"
RAIT,Chemical Engineering,2023,9.9,22.9,90,"Biocon, Serum Institute, Pfizer"
RAIT,Chemical Engineering,2024,7.2,13.0,70,"Biocon, Serum Institute, Cipla"
EastPoint,Computer Science and Engineering,2023,8.4,46.2,103,"Amazon, Infosys, SAP Labs"
EastPoint,Computer Science and Engineering,2024,7.1,25.3,277,"Cisco, Google, Wipro"
EastPoint,Information Science and Engineering,2023,9.9,16.5,176,"Infosys, Bosch, SAP Labs"
EastPoint,Information Science and Engineering,2024,5.2,18.5,100,"ABB, Cisco, SAP Labs"
EastPoint,Electronics and Communication Engineering,2023,5.4,13.9,207,"Tata Motors, Siemens, HAL"
EastPoint,Electronics and Communication Engineering,2024,6.3,33.6,293,"BEL, Siemens, L&T"
EastPoint,Electrical and Electronics Engineering,2023,4.8,48.1,99,"L&T, GE, BEL"
EastPoint,Electrical and Electronics Engineering,2024,5.3,31.9,96,"HAL, BEL, L&T"
EastPoint,Mechanical Engineering,2023,5.7,41.8,154,"ABB, BEL, Siemens"
EastPoint,Mechanical Engineering,2024,5.6,42.5,159,"GE, Tata Motors, Siemens"
EastPoint,Civil Engineering,2023,6.5,39.2,156,"GE, ABB, Bosch"
EastPoint,Civil Engineering,2024,5.0,29.4,175,"L&T, Bosch, Siemens"
EastPoint,Artificial Intelligence and Data Science,2023,8.9,30.2,217,"Microsoft, Adobe, Wipro"
EastPoint,Artificial Intelligence and Data Science,2024,8.9,19.9,193,"Google, Infosys, SAP Labs"
EastPoint,Biotechnology,2023,10.0,30.2,135,"Biocon, Serum Institute, Pfizer"
EastPoint,Biotechnology,2024,6.0,37.2,244,"Serum Institute, Cipla, Biocon"
EastPoint,Data Science,2023,9.0,28.2,169,"SAP Labs, Microsoft, Flipkart"
EastPoint,Data Science,2024,4.4,43.9,77,"Amazon, Flipkart, TCS"
EastPoint,Robotics and Automation Engineering,2023,4.0,33.7,168,"Safran, Airbus, ISRO"
EastPoint,Robotics and Automation Engineering,2024,6.6,36.5,191,"Boeing, Airbus, Safran"
EastPoint,Aerospace Engineering,2023,3.5,34.5,116,"Boeing, Safran, DRDO"
EastPoint,Aerospace Engineering,2024,9.5,18.8,65,"DRDO, ISRO, Safran"
EastPoint,Chemical Engineering,2023,3.9,32.9,52,"Serum Institute, Biocon, Pfizer"
EastPoint,Chemical Engineering,2024,4.3,45.6,78,"Serum Institute, Cipla, Biocon"
VSM,Computer Science and Engineering,2023,3.4,12.3,272,"Amazon, Infosys, Adobe"
VSM,Computer Science and Engineering,2024,9.9,43.1,287,"Microsoft, Infosys, Flipkart"
VSM,Information Science and Engineering,2023,4.7,31.3,208,"Google, Amazon, GE"
VSM,Information Science and Engineering,2024,7.1,40.2,57,"Amazon, HAL, Microsoft"
VSM,Electronics and Communication Engineering,2023,8.8,16.3,133,"ABB, L&T, BEL"
VSM,Electronics and Communication Engineering,2024,4.5,17.4,51,"L&T, Bosch, GE"
VSM,Electrical and Electronics Engineering,2023,4.1,22.6,212,"BEL, Tata Motors, ABB"
VSM,Electrical and Electronics Engineering,2024,3.3,20.4,148,"ABB, Siemens, L&T"
VSM,Mechanical Engineering,2023,3.5,37.3,196,"Bosch, Tata Motors, L&T"
VSM,Mechanical Engineering,2024,7.5,51.9,56,"GE, L&T, ABB"
VSM,Civil Engineering,2023,3.3,32.2,230,"Siemens, BEL, HAL"
VSM,Civil Engineering,2024,9.5,39.2,110,"Bosch, Siemens, HAL"
VSM,Artificial Intelligence and Data Science,2023,6.2,29.2,98,"Amazon, Wipro, TCS"
VSM,Artificial Intelligence and Data Science,2024,5.1,30.6,103,"SAP Labs, Cisco, TCS"
VSM,Biotechnology,2023,9.6,28.6,215,"Serum Institute, Biocon, Cipla"
VSM,Biotechnology,2024,8.0,18.4,196,"Pfizer, Serum Institute, Novartis"
VSM,Data Science,2023,4.1,16.2,261,"Google, TCS, Cisco"
VSM,Data Science,2024,4.2,38.7,163,"SAP Labs, Microsoft, Wipro"
VSM,Robotics and Automation Engineering,2023,7.9,22.5,132,"DRDO, Airbus, Boeing"
VSM,Robotics and Automation Engineering,2024,7.0,29.7,155,"Safran, Airbus, Boeing"
VSM,Aerospace Engineering,2023,6.9,31.5,134,"ISRO, Safran, Boeing"
VSM,Aerospace Engineering,2024,9.6,25.4,130,"Airbus, ISRO, Boeing"
VSM,Chemical Engineering,2023,9.9,42.1,66,"Serum Institute, Pfizer, Biocon"
VSM,Chemical Engineering,2024,6.7,20.2,132,"Novartis, Serum Institute, Cipla"
SDMIT,Computer Science and Engineering,2023,5.3,23.6,232,"Wipro, Infosys, Amazon"
SDMIT,Computer Science and Engineering,2024,9.5,38.9,216,"Amazon, Infosys, SAP Labs"
SDMIT,Information Science and Engineering,2023,7.0,36.0,182,"Google, Flipkart, Cisco"
SDMIT,Information Science and Engineering,2024,5.7,35.5,188,"BEL, Flipkart, Microsoft"
SDMIT,Electronics and Communication Engineering,2023,5.3,45.5,247,"Tata Motors, ABB, GE"
SDMIT,Electronics and Communication Engineering,2024,7.7,46.2,237,"BEL, ABB, HAL"
SDMIT,Electrical and Electronics Engineering,2023,7.6,49.5,60,"Tata Motors, HAL, ABB"
SDMIT,Electrical and Electronics Engineering,2024,5.2,43.9,133,"GE, L&T, ABB"
SDMIT,Mechanical Engineering,2023,6.8,23.0,299,"Bosch, HAL, GE"
SDMIT,Mechanical Engineering,2024,6.8,41.3,124,"Bosch, HAL, BEL"
SDMIT,Civil Engineering,2023,4.4,37.3,104,"GE, Tata Motors, BEL"
SDMIT,Civil Engineering,2024,7.2,12.3,81,"Bosch, Siemens, BEL"
SDMIT,Artificial Intelligence and Data Science,2023,5.3,14.7,258,"Google, TCS, Wipro"
SDMIT,Artificial Intelligence and Data Science,2024,9.5,19.5,134,"Cisco, Infosys, Wipro"
SDMIT,Biotechnology,2023,7.1,35.5,269,"Biocon, Cipla, Novartis"
SDMIT,Biotechnology,2024,7.3,45.0,117,"Novartis, Cipla, Biocon"
SDMIT,Data Science,2023,9.7,22.4,107,"TCS, Wipro, Microsoft"
SDMIT,Data Science,2024,3.3,34.1,144,"Amazon, Cisco, Infosys"
SDMIT,Robotics and Automation Engineering,2023,5.0,20.3,75,"ISRO, Airbus, Safran"
SDMIT,Robotics and Automation Engineering,2024,6.4,19.2,64,"ISRO, Airbus, Safran"
SDMIT,Aerospace Engineering,2023,4.6,49.4,270,"ISRO, Safran, Boeing"
SDMIT,Aerospace Engineering,2024,4.0,12.8,231,"Airbus, ISRO, Boeing"
SDMIT,Chemical Engineering,2023,8.9,40.3,236,"Novartis, Biocon, Pfizer"
SDMIT,Chemical Engineering,2024,3.8,10.8,219,"Cipla, Biocon, Novartis"
KLSGIT,Computer Science and Engineering,2023,7.6,13.6,147,"Infosys, SAP Labs, Wipro"
KLSGIT,Computer Science and Engineering,2024,7.8,38.8,51,"Microsoft, Amazon, Google"
KLSGIT,Information Science and Engineering,2023,9.6,53.8,214,"Bosch, Google, Wipro"
KLSGIT,Information Science and Engineering,2024,8.9,37.5,210,"Google, TCS, Amazon"
KLSGIT,Electronics and Communication Engineering,2023,4.1,34.1,256,"L&T, GE, Siemens"
KLSGIT,Electronics and Communication Engineering,2024,4.7,48.4,279,"HAL, BEL, Siemens"
KLSGIT,Electrical and Electronics Engineering,2023,7.3,48.1,213,"Tata Motors, L&T, Bosch"
KLSGIT,Electrical and Electronics Engineering,2024,4.9,16.8,151,"Siemens, Bosch, L&T"
KLSGIT,Mechanical Engineering,2023,3.6,13.7,225,"ABB, L&T, BEL"
KLSGIT,Mechanical Engineering,2024,7.3,51.3,94,"GE, Bosch, Siemens"
KLSGIT,Civil Engineering,2023,7.0,19.8,141,"ABB, L&T, Tata Motors"
KLSGIT,Civil Engineering,2024,3.6,39.3,292,"BEL, L&T, HAL"
KLSGIT,Artificial Intelligence and Data Science,2023,9.0,42.4,81,"Infosys, TCS, Amazon"
KLSGIT,Artificial Intelligence and Data Science,2024,6.6,36.0,272,"Amazon, Cisco, Flipkart"
KLSGIT,Biotechnology,2023,6.1,50.8,137,"Biocon, Serum Institute, Pfizer"
KLSGIT,Biotechnology,2024,9.5,53.0,243,"Cipla, Serum Institute, Biocon"
KLSGIT,Data Science,2023,5.8,48.7,186,"Adobe, Infosys, Flipkart"
KLSGIT,Data Science,2024,7.1,19.7,152,"Infosys, Microsoft, TCS"
KLSGIT,Robotics and Automation Engineering,2023,7.1,37.9,93,"DRDO, Airbus, Boeing"
KLSGIT,Robotics and Automation Engineering,2024,5.4,36.6,111,"ISRO, DRDO, Safran"
KLSGIT,Aerospace Engineering,2023,8.9,32.1,263,"ISRO, Safran, Airbus"
KLSGIT,Aerospace Engineering,2024,5.7,18.7,87,"DRDO, Safran, ISRO"
KLSGIT,Chemical Engineering,2023,8.9,39.1,179,"Serum Institute, Cipla, Biocon"
KLSGIT,Chemical Engineering,2024,6.3,49.9,82,"Cipla, Biocon, Pfizer"
