College,Branch,Exam,Year,Tuition_Fee,Hostel_Fee,Misc_Fee,OneTime_Fee,Total_First_Year,Total_Annual,Scholarship_Eligible
JIT,Information Science and Engineering,KCET,2023,65031,84733,14063,17230,181057,163827,No
MSRUAS,Robotics and Automation Engineering,KCET,2024,73059,78702,18567,25734,196062,170328,No
KLEIT,Robotics and Automation Engineering,COMEDK,2023,184457,90642,19900,17020,312019,294999,No
MSRUAS,Civil Engineering,COMEDK,2023,246386,92085,17410,11819,367700,355881,Yes
HKBK,Information Science and Engineering,KCET,2023,57341,86350,19749,27577,191017,163440,No
AITM,Electrical and Electronics Engineering,KCET,2024,64578,67441,16237,28085,176341,148256,No
AITM,Electronics and Communication Engineering,KCET,2023,54717,61751,9539,16473,142480,126007,No
PRES,Electrical and Electronics Engineering,COMEDK,2023,219496,77146,15935,13411,325988,312577,Yes
YKCE,Data Science,KCET,2023,60271,89375,8655,14545,172846,158301,Yes
BMSCE,Computer Science and Engineering,KCET,2023,77883,75804,14984,14379,183050,168671,No
SIT,Biotechnology,COMEDK,2024,236397,64229,11477,25826,337929,312103,No
CITGubbi,Data Science,KCET,2024,82613,72456,13788,24805,193662,168857,Yes
KLEIT,Electronics and Communication Engineering,KCET,2024,54913,82868,15878,12225,165884,153659,No
DSATM,Civil Engineering,COMEDK,2024,226633,73490,14758,10501,325382,314881,No
BMIT,Civil Engineering,KCET,2023,61447,77554,9154,18645,166800,148155,Yes
DBIT,Computer Science and Engineering,COMEDK,2024,216156,85585,18424,22232,342397,320165,Yes
BNMIT,Electrical and Electronics Engineering,COMEDK,2023,227277,69063,10063,17497,323900,306403,Yes
PESCE,Data Science,KCET,2024,74096,63837,19082,16022,173037,157015,No
MSRUAS,Robotics and Automation Engineering,KCET,2023,78019,60087,13665,28818,180589,151771,No
GMIT,Civil Engineering,KCET,2024,79797,90987,12268,14702,197754,183052,Yes
CMRIT,Data Science,KCET,2024,64091,80998,16072,19132,180293,161161,Yes
VIT,Data Science,KCET,2024,84948,68202,8377,22924,184451,161527,No
BMSIT,Electronics and Communication Engineering,COMEDK,2024,179918,93766,13511,25266,312461,287195,No
CMRIT,Information Science and Engineering,COMEDK,2023,166598,61949,8931,25351,262829,237478,Yes
SDMIT,Chemical Engineering,COMEDK,2023,193558,67986,15027,12158,288729,276571,No
DSATM,Mechanical Engineering,COMEDK,2024,193614,64380,19613,13780,291387,277607,Yes
RVUNIV,Electronics and Communication Engineering,KCET,2024,75699,66710,12920,19786,175115,155329,No
GMIT,Civil Engineering,COMEDK,2024,184122,70800,10529,26072,291523,265451,Yes
JIT,Aerospace Engineering,COMEDK,2023,213874,74856,16668,11151,316549,305398,No
BMSCE,Chemical Engineering,COMEDK,2023,196535,71472,10270,28937,307214,278277,Yes
KLEIT,Electronics and Communication Engineering,KCET,2024,66531,67306,9098,27737,170672,142935,No
MVJCE,Information Science and Engineering,COMEDK,2023,232089,92081,15738,22933,362841,339908,Yes
SDMIT,Robotics and Automation Engineering,KCET,2024,84162,68474,9996,14412,177044,162632,No
DrAIT,Electronics and Communication Engineering,COMEDK,2023,249738,85688,13027,29694,378147,348453,No
CMRIT,Information Science and Engineering,COMEDK,2023,206532,64021,8803,12543,291899,279356,Yes
BITM,Civil Engineering,COMEDK,2023,226733,77325,9351,18954,332363,313409,Yes
AIT,Biotechnology,KCET,2023,75960,71913,14353,24775,187001,162226,Yes
CMRIT,Biotechnology,KCET,2024,59612,63105,8674,18058,149449,131391,No
RVUNIV,Civil Engineering,COMEDK,2023,217206,73479,15764,14848,321297,306449,Yes
SJBIT,Biotechnology,COMEDK,2024,249559,66326,10844,16030,342759,326729,No
BNMIT,Information Science and Engineering,KCET,2023,65537,82933,14328,28896,191694,162798,No
HKBK,Electronics and Communication Engineering,KCET,2024,74859,86781,12238,16173,190051,173878,Yes
SITM,Civil Engineering,COMEDK,2024,205733,65656,18085,23291,312765,289474,No
BMSCE,Mechanical Engineering,COMEDK,2024,175267,73102,12892,28017,289278,261261,No
JSSSTU,Electronics and Communication Engineering,KCET,2023,67217,79748,15028,23937,185930,161993,No
YKCE,Biotechnology,KCET,2024,60952,69479,12607,17975,161013,143038,Yes
MSRUAS,Robotics and Automation Engineering,COMEDK,2024,179967,79763,19337,29604,308671,279067,No
VVIT,Mechanical Engineering,COMEDK,2023,226910,67010,19250,29673,342843,313170,Yes
CITGubbi,Robotics and Automation Engineering,COMEDK,2024,244953,63637,18821,20061,347472,327411,No
MSRUAS,Civil Engineering,COMEDK,2023,246709,81210,9009,26028,362956,336928,Yes
RIT,Mechanical Engineering,COMEDK,2024,238180,76870,14310,14107,343467,329360,No
SCEM,Artificial Intelligence and Data Science,COMEDK,2024,179744,67758,13465,18731,279698,260967,No
MSRUAS,Electrical and Electronics Engineering,COMEDK,2023,216182,90733,9201,24613,340729,316116,No
BITM,Electronics and Communication Engineering,KCET,2023,82475,86502,11980,22627,203584,180957,Yes
UVCE,Aerospace Engineering,KCET,2023,79485,91516,9277,24245,204523,180278,Yes
NMIT,Civil Engineering,COMEDK,2024,217538,65817,12510,14456,310321,295865,No
SIT,Civil Engineering,COMEDK,2023,169673,83638,8703,26365,288379,262014,Yes
GMIT,Civil Engineering,KCET,2023,56534,74264,16849,18379,166026,147647,No
ACU,Civil Engineering,COMEDK,2023,178251,90398,18767,12626,300042,287416,No
EastPoint,Civil Engineering,KCET,2024,65958,60293,14771,20057,161079,141022,No
ACU,Civil Engineering,KCET,2023,51455,84589,19716,26366,182126,155760,Yes
ACU,Electronics and Communication Engineering,COMEDK,2024,216617,92982,18761,24019,352379,328360,Yes
CITGubbi,Robotics and Automation Engineering,COMEDK,2024,222058,81334,17637,21728,342757,321029,No
KLSGIT,Electronics and Communication Engineering,KCET,2023,53545,65764,10728,15560,145597,130037,Yes
BITM,Artificial Intelligence and Data Science,COMEDK,2024,174521,88986,13878,22937,300322,277385,No
VemanaIT,Electrical and Electronics Engineering,KCET,2024,79010,62030,8407,18729,168176,149447,Yes
VemanaIT,Data Science,KCET,2023,64151,84763,12361,22104,183379,161275,Yes
EastPoint,Biotechnology,COMEDK,2023,171443,62755,9565,27267,271030,243763,No
VVCE,Aerospace Engineering,KCET,2024,80395,66461,18970,12799,178625,165826,Yes
VemanaIT,Civil Engineering,KCET,2024,77039,93502,10908,16535,197984,181449,Yes
PESU,Aerospace Engineering,COMEDK,2023,203009,71327,16980,16836,308152,291316,No
NIE,Electrical and Electronics Engineering,KCET,2023,69688,69795,9509,14658,163650,148992,No
VVIT,Biotechnology,COMEDK,2024,224959,92902,19445,29278,366584,337306,No
RAIT,Computer Science and Engineering,COMEDK,2023,211566,78659,19689,16157,326071,309914,No
PRES,Electronics and Communication Engineering,KCET,2023,56052,90257,17912,19565,183786,164221,Yes
RIT,Information Science and Engineering,COMEDK,2023,180077,70843,8453,10617,269990,259373,Yes
KLSGIT,Mechanical Engineering,KCET,2024,76393,85115,19592,19838,200938,181100,No
AECMandya,Information Science and Engineering,COMEDK,2023,245828,78044,17691,22076,363639,341563,No
YKCE,Electronics and Communication Engineering,COMEDK,2023,167198,65071,8536,25727,266532,240805,No
PESCE,Data Science,KCET,2024,54620,81474,8361,17191,161646,144455,No
YKCE,Electronics and Communication Engineering,KCET,2024,55333,75106,11790,13710,155939,142229,No
BMIT,Mechanical Engineering,COMEDK,2023,213724,87879,8111,29165,338879,309714,No
NCET,Electrical and Electronics Engineering,KCET,2023,70239,72734,18587,29315,190875,161560,No
CITGubbi,Chemical Engineering,KCET,2024,55773,70709,9755,12567,148804,136237,Yes
DSATM,Biotechnology,COMEDK,2024,180886,74127,12168,25662,292843,267181,No
NHCE,Electrical and Electronics Engineering,COMEDK,2023,171581,92632,15072,14183,293468,279285,No
MSRIT,Civil Engineering,KCET,2023,52697,89620,13296,16700,172313,155613,Yes
HKBK,Data Science,KCET,2023,53726,84330,11020,28679,177755,149076,No
BMSCE,Biotechnology,KCET,2023,67458,60449,16665,27908,172480,144572,Yes
JIT,Information Science and Engineering,KCET,2024,81817,68017,17819,16624,184277,167653,Yes
JIT,Artificial Intelligence and Data Science,COMEDK,2023,246545,79018,16467,24753,366783,342030,No
SIT,Data Science,KCET,2023,77370,84970,15908,27030,205278,178248,Yes
GIT,Aerospace Engineering,KCET,2024,74795,76784,16278,26063,193920,167857,Yes
REVA,Electrical and Electronics Engineering,COMEDK,2023,241991,91373,11381,23892,368637,344745,No
DrAIT,Electrical and Electronics Engineering,COMEDK,2023,248523,73681,10182,28204,360590,332386,No
DBIT,Aerospace Engineering,KCET,2023,57850,93426,17972,25404,194652,169248,No
SJBIT,Aerospace Engineering,COMEDK,2024,238665,61453,17550,27443,345111,317668,No
EastPoint,Biotechnology,COMEDK,2024,176581,84879,13960,22791,298211,275420,No
DSCE,Information Science and Engineering,COMEDK,2023,242123,75772,18746,29130,365771,336641,No
AEC,Mechanical Engineering,COMEDK,2023,205218,68887,16638,13325,304068,290743,Yes
RNSIT,Civil Engineering,KCET,2023,80037,82025,16442,19235,197739,178504,No
CMRIT,Mechanical Engineering,KCET,2023,67792,94597,17543,22967,202899,179932,No
SJBCE,Civil Engineering,COMEDK,2024,176350,83293,15728,12201,287572,275371,Yes
SITM,Chemical Engineering,COMEDK,2024,188457,87900,17681,26055,320093,294038,Yes
VIT,Civil Engineering,COMEDK,2023,241867,74877,9810,23877,350431,326554,No
SJBCE,Civil Engineering,COMEDK,2023,198562,82462,16400,28198,325622,297424,No
DBIT,Chemical Engineering,COMEDK,2023,202344,81617,11443,11436,306840,295404,Yes
NIE,Chemical Engineering,COMEDK,2023,177884,71189,11298,20319,280690,260371,Yes
SIT,Electrical and Electronics Engineering,KCET,2023,79797,66428,12551,20261,179037,158776,No
BMSCE,Electronics and Communication Engineering,KCET,2024,60634,62798,11415,26309,161156,134847,Yes
BIT,Information Science and Engineering,COMEDK,2024,162725,77049,10347,20181,270302,250121,Yes
SJBIT,Robotics and Automation Engineering,KCET,2023,63475,91576,13237,11249,179537,168288,No
VIT,Mechanical Engineering,COMEDK,2023,191267,69488,13216,13726,287697,273971,No
BNMIT,Computer Science and Engineering,COMEDK,2023,165168,94228,15332,17599,292327,274728,Yes
NMIT,Civil Engineering,COMEDK,2023,199938,75127,9867,11245,296177,284932,No
CITGubbi,Mechanical Engineering,KCET,2023,76526,81183,18009,27970,203688,175718,Yes
RAIT,Biotechnology,COMEDK,2023,194470,90007,19372,21430,325279,303849,Yes
PESCE,Artificial Intelligence and Data Science,KCET,2023,62173,65079,14426,15058,156736,141678,Yes
VIT,Electrical and Electronics Engineering,KCET,2024,82652,81116,9346,19917,193031,173114,Yes
AIT,Civil Engineering,KCET,2023,81150,72243,14560,27615,195568,167953,Yes
MSRIT,Robotics and Automation Engineering,COMEDK,2024,166243,64038,16937,10854,258072,247218,Yes
SJBIT,Robotics and Automation Engineering,KCET,2024,84763,66484,16832,10059,178138,168079,No
PESCE,Aerospace Engineering,KCET,2023,81713,63205,12385,10024,167327,157303,No
GMIT,Artificial Intelligence and Data Science,COMEDK,2024,238833,94273,13696,15020,361822,346802,No
SJBCE,Aerospace Engineering,KCET,2024,77735,80458,19334,25812,203339,177527,No
VemanaIT,Electronics and Communication Engineering,COMEDK,2024,205290,85755,17645,23703,332393,308690,No
VVIT,Computer Science and Engineering,KCET,2024,79315,70773,14134,13059,177281,164222,Yes
NHCE,Civil Engineering,KCET,2024,55412,61783,18671,22224,158090,135866,No
BIT,Computer Science and Engineering,COMEDK,2023,228930,76707,11713,12332,329682,317350,No
DBIT,Computer Science and Engineering,COMEDK,2023,188391,65818,19048,15641,288898,273257,Yes
BMSCE,Electrical and Electronics Engineering,KCET,2024,66884,93503,10978,20253,191618,171365,No
KLSGIT,Electrical and Electronics Engineering,KCET,2024,51721,80447,12225,25862,170255,144393,Yes
BITM,Aerospace Engineering,KCET,2023,65541,66915,19721,23545,175722,152177,Yes
PRES,Electrical and Electronics Engineering,KCET,2024,69992,83838,13998,19821,187649,167828,Yes
DBIT,Civil Engineering,COMEDK,2023,223252,77906,11630,12056,324844,312788,Yes
DSCE,Computer Science and Engineering,KCET,2023,69137,75827,18522,15981,179467,163486,No
GIT,Robotics and Automation Engineering,KCET,2023,83855,92279,12811,26800,215745,188945,Yes
VVIT,Mechanical Engineering,COMEDK,2023,198993,67286,18377,12602,297258,284656,Yes
KSIT,Robotics and Automation Engineering,KCET,2024,70630,80686,17995,20120,189431,169311,No
BMIT,Civil Engineering,COMEDK,2024,171091,90732,16280,28350,306453,278103,Yes
DSCE,Data Science,KCET,2023,62263,82322,17115,12099,173799,161700,No
NCET,Robotics and Automation Engineering,COMEDK,2023,176837,82212,15872,18675,293596,274921,No
VVCE,Computer Science and Engineering,COMEDK,2024,211117,94376,12852,23429,341774,318345,Yes
DBIT,Aerospace Engineering,KCET,2023,54666,93493,16243,10427,174829,164402,No
SJBIT,Electronics and Communication Engineering,KCET,2023,57519,92335,15276,11261,176391,165130,Yes
MSRUAS,Robotics and Automation Engineering,KCET,2024,56749,76971,10454,28720,172894,144174,No
AIT,Electrical and Electronics Engineering,KCET,2024,65272,63714,14456,28580,172022,143442,No
DSCE,Biotechnology,COMEDK,2024,203125,89976,19999,12327,325427,313100,Yes
VemanaIT,Robotics and Automation Engineering,KCET,2024,52493,87044,14288,14560,168385,153825,Yes
PESCE,Data Science,COMEDK,2023,183599,63138,13118,21781,281636,259855,Yes
CITGubbi,Chemical Engineering,COMEDK,2023,204225,66667,15328,19033,305253,286220,Yes
NHCE,Aerospace Engineering,KCET,2023,53584,78746,12574,23456,168360,144904,Yes
NMIT,Robotics and Automation Engineering,COMEDK,2023,185435,68545,8439,14339,276758,262419,No
SCEM,Biotechnology,COMEDK,2024,162342,79857,14008,29752,285959,256207,Yes
BNMIT,Information Science and Engineering,KCET,2024,55756,66670,9194,18184,149804,131620,No
SCEM,Robotics and Automation Engineering,COMEDK,2023,214801,67028,9620,11437,302886,291449,No
RVCE,Biotechnology,KCET,2024,68574,66959,18261,12222,166016,153794,No
JNNCE,Electronics and Communication Engineering,COMEDK,2023,209277,76922,12429,18633,317261,298628,No
RVUNIV,Electronics and Communication Engineering,KCET,2024,77503,82541,14310,22030,196384,174354,Yes
CITGubbi,Electronics and Communication Engineering,KCET,2024,70788,89319,9552,23540,193199,169659,No
RAIT,Information Science and Engineering,KCET,2024,63005,63671,16349,21863,164888,143025,No
SDMCET,Electronics and Communication Engineering,COMEDK,2024,223588,64817,16356,25602,330363,304761,Yes
NIE,Artificial Intelligence and Data Science,KCET,2024,84349,93737,12760,17343,208189,190846,Yes
VVIT,Artificial Intelligence and Data Science,COMEDK,2024,232254,71703,15655,18186,337798,319612,Yes
AECMandya,Biotechnology,KCET,2024,53899,86397,8632,29253,178181,148928,No
MVJCE,Biotechnology,KCET,2024,63467,81056,18199,16485,179207,162722,No
SDMIT,Mechanical Engineering,KCET,2024,51679,82112,8502,28489,170782,142293,Yes
SCEM,Biotechnology,KCET,2023,69340,79596,10507,11611,171054,159443,Yes
BITM,Civil Engineering,COMEDK,2023,181144,67155,16370,11130,275799,264669,Yes
SDMCET,Electrical and Electronics Engineering,COMEDK,2024,230693,86371,13622,13923,344609,330686,No
RIT,Chemical Engineering,KCET,2023,50282,68384,12829,18871,150366,131495,No
VSM,Electronics and Communication Engineering,COMEDK,2023,172179,77949,11053,28223,289404,261181,No
ACU,Electrical and Electronics Engineering,KCET,2024,63449,71132,8689,12143,155413,143270,Yes
NCET,Aerospace Engineering,KCET,2024,67941,87879,10317,17528,183665,166137,Yes
UVCE,Electrical and Electronics Engineering,COMEDK,2023,220662,85387,10620,19415,336084,316669,Yes
VIT,Data Science,COMEDK,2024,241341,88699,8424,10935,349399,338464,Yes
GMIT,Artificial Intelligence and Data Science,COMEDK,2023,218301,89290,16735,14968,339294,324326,No
SDMCET,Artificial Intelligence and Data Science,KCET,2024,70839,85781,17101,26148,199869,173721,No
VVIT,Electronics and Communication Engineering,KCET,2024,83770,69714,9315,11598,174397,162799,Yes
AECMandya,Information Science and Engineering,COMEDK,2024,201974,77428,10559,12515,302476,289961,Yes
PESCE,Electrical and Electronics Engineering,KCET,2024,77866,85440,11545,25003,199854,174851,Yes
KSIT,Artificial Intelligence and Data Science,KCET,2024,52702,86041,16033,22841,177617,154776,No
SDMIT,Artificial Intelligence and Data Science,KCET,2023,74144,89258,11256,27350,202008,174658,No
PESU,Electrical and Electronics Engineering,COMEDK,2023,237576,70623,12176,28611,348986,320375,No
DSATM,Electrical and Electronics Engineering,KCET,2023,53123,88399,16335,21622,179479,157857,No
GMIT,Aerospace Engineering,COMEDK,2023,209776,93107,10728,22256,335867,313611,No
CITGubbi,Electronics and Communication Engineering,COMEDK,2023,174150,87707,10286,20485,292628,272143,No
SDMCET,Computer Science and Engineering,COMEDK,2023,220616,89190,16815,28777,355398,326621,No
BMSCE,Artificial Intelligence and Data Science,COMEDK,2023,163223,66975,11498,11826,253522,241696,No
RVCE,Aerospace Engineering,COMEDK,2024,192455,86077,15215,23102,316849,293747,No
DSCE,Mechanical Engineering,KCET,2024,51348,93720,17243,27670,189981,162311,No
VSM,Chemical Engineering,COMEDK,2023,175655,92242,12781,16436,297114,280678,No
BIT,Electronics and Communication Engineering,COMEDK,2024,245224,78542,10825,12460,347051,334591,Yes
AECMandya,Aerospace Engineering,KCET,2024,51153,80080,9050,23814,164097,140283,Yes
SJBCE,Mechanical Engineering,KCET,2024,60847,68244,9718,25517,164326,138809,Yes
AEC,Mechanical Engineering,COMEDK,2023,182813,62393,14412,18897,278515,259618,Yes
RVCE,Artificial Intelligence and Data Science,COMEDK,2023,232486,75240,18349,23571,349646,326075,Yes
NIE,Civil Engineering,COMEDK,2024,160480,69995,10833,14950,256258,241308,No
AITM,Biotechnology,COMEDK,2024,233901,84839,14240,29566,362546,332980,Yes
BMSIT,Data Science,COMEDK,2023,248502,78225,9946,18862,355535,336673,No
BMSCE,Electronics and Communication Engineering,COMEDK,2024,177870,87608,17287,19762,302527,282765,No
CITGubbi,Data Science,KCET,2024,78721,73385,12415,28349,192870,164521,No
PESCE,Data Science,COMEDK,2023,166953,84494,11477,24191,287115,262924,Yes
NHCE,Electrical and Electronics Engineering,KCET,2023,71954,71744,11120,26376,181194,154818,No
VemanaIT,Computer Science and Engineering,COMEDK,2024,239902,90284,19215,12750,362151,349401,No
REVA,Robotics and Automation Engineering,KCET,2023,80197,61941,9188,29336,180662,151326,No
VVCE,Data Science,COMEDK,2023,205207,85434,8355,22393,321389,298996,Yes
KLEIT,Artificial Intelligence and Data Science,COMEDK,2024,240706,62769,19309,15584,338368,322784,Yes
