College,Branch,Category,Exam,Year,Total_Seats
MVJCE,Biotechnology,ST,KCET,2024,15
SDMIT,Mechanical Engineering,GM,KCET,2024,23
SCEM,Biotechnology,GM,KCET,2023,28
BITM,Civil Engineering,GM,COMEDK,2023,60
SDMCET,Electrical and Electronics Engineering,OBC,COMEDK,2024,26
RIT,Chemical Engineering,Christian,KCET,2023,43
VSM,Electronics and Communication Engineering,Tulu,COMEDK,2023,60
ACU,Electrical and Electronics Engineering,GM,KCET,2024,26
NCET,Aerospace Engineering,Tulu,KCET,2024,39
UVCE,Electrical and Electronics Engineering,Christian,COMEDK,2023,40
VIT,Data Science,SC,COMEDK,2024,36
GMIT,Artificial Intelligence and Data Science,SC,COMEDK,2023,40
SDMCET,Artificial Intelligence and Data Science,Tulu,KCET,2024,39
VVIT,Electronics and Communication Engineering,Tulu,KCET,2024,57
AECMandya,Information Science and Engineering,OBC,COMEDK,2024,28
PESCE,Electrical and Electronics Engineering,Christian,KCET,2024,42
KSIT,Artificial Intelligence and Data Science,Tulu,KCET,2024,24
SDMIT,Artificial Intelligence and Data Science,OBC,KCET,2023,34
PESU,Electrical and Electronics Engineering,GM,COMEDK,2023,34
DSATM,Electrical and Electronics Engineering,Tulu,KCET,2023,57
GMIT,Aerospace Engineering,ST,COMEDK,2023,24
CITGubbi,Electronics and Communication Engineering,OBC,COMEDK,2023,36
SDMCET,Computer Science and Engineering,ST,COMEDK,2023,18
BMSCE,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,55
RVCE,Aerospace Engineering,SC,COMEDK,2024,58
DSCE,Mechanical Engineering,Tulu,KCET,2024,58
VSM,Chemical Engineering,ST,COMEDK,2023,52
BIT,Electronics and Communication Engineering,Christian,COMEDK,2024,36
AECMandya,Aerospace Engineering,GM,KCET,2024,11
SJBCE,Mechanical Engineering,GM,KCET,2024,13
AEC,Mechanical Engineering,GM,COMEDK,2023,18
RVCE,Artificial Intelligence and Data Science,OBC,COMEDK,2023,24
NIE,Civil Engineering,Tulu,COMEDK,2024,46
AITM,Biotechnology,SC,COMEDK,2024,11
BMSIT,Data Science,GM,COMEDK,2023,39
BMSCE,Electronics and Communication Engineering,ST,COMEDK,2024,36
CITGubbi,Data Science,Christian,KCET,2024,49
PESCE,Data Science,SC,COMEDK,2023,10
NHCE,Electrical and Electronics Engineering,OBC,KCET,2023,28
VemanaIT,Computer Science and Engineering,OBC,COMEDK,2024,26
REVA,Robotics and Automation Engineering,Christian,KCET,2023,50
VVCE,Data Science,OBC,COMEDK,2023,36
KLEIT,Artificial Intelligence and Data Science,Christian,COMEDK,2024,59
NHCE,Civil Engineering,GM,KCET,2023,44
CMRIT,Computer Science and Engineering,Christian,COMEDK,2024,16
VSM,Data Science,Tulu,KCET,2023,55
JIT,Artificial Intelligence and Data Science,GM,KCET,2024,54
SJBCE,Computer Science and Engineering,OBC,COMEDK,2023,48
JIT,Mechanical Engineering,SC,KCET,2023,15
SIT,Chemical Engineering,GM,COMEDK,2023,46
VVCE,Computer Science and Engineering,OBC,COMEDK,2023,59
SITM,Biotechnology,OBC,KCET,2023,58
CMRIT,Robotics and Automation Engineering,OBC,KCET,2023,29
MVJCE,Information Science and Engineering,Tulu,KCET,2023,8
AECMandya,Civil Engineering,Tulu,KCET,2024,21
BMIT,Chemical Engineering,OBC,COMEDK,2024,32
NIE,Information Science and Engineering,GM,COMEDK,2023,36
RIT,Mechanical Engineering,GM,COMEDK,2023,38
DBIT,Information Science and Engineering,OBC,KCET,2024,52
VSM,Mechanical Engineering,ST,COMEDK,2024,52
RVUNIV,Civil Engineering,OBC,KCET,2024,23
DSCE,Robotics and Automation Engineering,SC,COMEDK,2023,51
UVCE,Chemical Engineering,SC,KCET,2024,44
VVCE,Information Science and Engineering,ST,COMEDK,2023,31
PESU,Artificial Intelligence and Data Science,ST,COMEDK,2023,60
CITGubbi,Chemical Engineering,SC,COMEDK,2023,48
NHCE,Chemical Engineering,SC,KCET,2023,17
PESU,Electronics and Communication Engineering,ST,KCET,2024,47
ACU,Electronics and Communication Engineering,Christian,COMEDK,2023,13
DSATM,Computer Science and Engineering,GM,COMEDK,2024,7
BNMIT,Aerospace Engineering,Christian,COMEDK,2023,20
SCEM,Information Science and Engineering,ST,KCET,2023,14
NIE,Aerospace Engineering,ST,KCET,2024,10
VemanaIT,Data Science,Christian,COMEDK,2024,49
RAIT,Biotechnology,Tulu,KCET,2024,17
KLEIT,Aerospace Engineering,SC,COMEDK,2024,38
BMSCE,Aerospace Engineering,OBC,KCET,2024,25
SIT,Electrical and Electronics Engineering,SC,KCET,2024,56
AEC,Robotics and Automation Engineering,SC,KCET,2023,28
JNNCE,Electronics and Communication Engineering,OBC,KCET,2023,8
BIT,Information Science and Engineering,Tulu,KCET,2024,17
DrAIT,Data Science,SC,COMEDK,2024,15
PESU,Data Science,ST,COMEDK,2023,37
DSATM,Electrical and Electronics Engineering,SC,COMEDK,2024,38
DSCE,Information Science and Engineering,Tulu,COMEDK,2024,41
VemanaIT,Data Science,OBC,COMEDK,2023,38
BMSIT,Data Science,GM,KCET,2024,23
GMIT,Artificial Intelligence and Data Science,OBC,COMEDK,2023,54
SJBIT,Electrical and Electronics Engineering,OBC,KCET,2023,40
BMSIT,Robotics and Automation Engineering,SC,COMEDK,2023,47
NHCE,Chemical Engineering,ST,KCET,2024,14
BMSCE,Biotechnology,SC,COMEDK,2023,57
SJBIT,Information Science and Engineering,GM,KCET,2023,48
DSATM,Information Science and Engineering,Christian,KCET,2023,23
AIT,Electrical and Electronics Engineering,SC,COMEDK,2024,25
SCEM,Aerospace Engineering,ST,COMEDK,2024,55
BIT,Artificial Intelligence and Data Science,Tulu,KCET,2024,9
DrAIT,Data Science,Tulu,KCET,2023,40
MSRUAS,Electronics and Communication Engineering,Christian,KCET,2024,7
KSIT,Civil Engineering,Christian,KCET,2023,49
RIT,Data Science,SC,KCET,2023,47
JSSSTU,Biotechnology,SC,COMEDK,2023,25
PESCE,Data Science,GM,COMEDK,2024,27
RIT,Civil Engineering,OBC,COMEDK,2023,32
SDMIT,Data Science,OBC,KCET,2024,42
DrAIT,Electronics and Communication Engineering,Christian,KCET,2023,36
KSIT,Artificial Intelligence and Data Science,SC,KCET,2023,30
CMRIT,Artificial Intelligence and Data Science,OBC,KCET,2024,31
SJBIT,Data Science,Christian,COMEDK,2023,46
SCEM,Information Science and Engineering,Tulu,COMEDK,2024,21
RIT,Electronics and Communication Engineering,Tulu,COMEDK,2023,59
YKCE,Electronics and Communication Engineering,GM,COMEDK,2024,50
BNMIT,Information Science and Engineering,OBC,COMEDK,2023,44
AEC,Information Science and Engineering,SC,KCET,2023,24
JIT,Information Science and Engineering,Christian,COMEDK,2024,58
AECMandya,Chemical Engineering,SC,KCET,2023,15
DSATM,Civil Engineering,OBC,KCET,2024,42
SJBCE,Artificial Intelligence and Data Science,Tulu,KCET,2024,24
BMSCE,Robotics and Automation Engineering,ST,COMEDK,2023,46
AITM,Robotics and Automation Engineering,Christian,COMEDK,2023,30
JNNCE,Robotics and Automation Engineering,ST,KCET,2023,15
RVCE,Civil Engineering,OBC,COMEDK,2024,31
AEC,Data Science,GM,KCET,2023,49
VVIT,Biotechnology,ST,KCET,2024,39
NIE,Information Science and Engineering,GM,KCET,2024,42
GMIT,Robotics and Automation Engineering,GM,COMEDK,2023,14
SITM,Artificial Intelligence and Data Science,Tulu,COMEDK,2024,56
JNNCE,Aerospace Engineering,Tulu,COMEDK,2023,28
KLEIT,Civil Engineering,ST,COMEDK,2023,35
RVCE,Mechanical Engineering,GM,COMEDK,2024,29
DSATM,Biotechnology,SC,KCET,2023,22
BNMIT,Electronics and Communication Engineering,OBC,KCET,2023,44
UVCE,Chemical Engineering,Tulu,KCET,2023,43
SJBIT,Information Science and Engineering,ST,COMEDK,2023,34
EastPoint,Aerospace Engineering,GM,COMEDK,2024,12
RNSIT,Electrical and Electronics Engineering,OBC,KCET,2023,56
JIT,Mechanical Engineering,SC,KCET,2024,28
SJBCE,Electronics and Communication Engineering,Tulu,KCET,2023,42
VemanaIT,Information Science and Engineering,GM,KCET,2023,51
KSIT,Chemical Engineering,OBC,COMEDK,2024,42
YKCE,Chemical Engineering,GM,COMEDK,2024,21
VVIT,Artificial Intelligence and Data Science,Christian,COMEDK,2023,39
KSIT,Biotechnology,Christian,KCET,2024,39
BMSIT,Electrical and Electronics Engineering,SC,KCET,2023,29
SIT,Information Science and Engineering,GM,KCET,2023,44
SCEM,Electrical and Electronics Engineering,GM,KCET,2023,50
REVA,Biotechnology,SC,KCET,2024,46
AECMandya,Aerospace Engineering,SC,KCET,2023,59
VSM,Data Science,Christian,COMEDK,2023,39
BMSIT,Data Science,OBC,COMEDK,2023,29
HKBK,Artificial Intelligence and Data Science,Christian,COMEDK,2023,60
EastPoint,Data Science,Christian,COMEDK,2024,59
NMIT,Electrical and Electronics Engineering,SC,COMEDK,2023,19
SCEM,Electronics and Communication Engineering,OBC,KCET,2024,50
HKBK,Information Science and Engineering,ST,COMEDK,2024,40
MVJCE,Data Science,OBC,KCET,2024,29
SJBCE,Civil Engineering,OBC,COMEDK,2024,14
NMIT,Aerospace Engineering,Christian,KCET,2023,40
NCET,Biotechnology,OBC,COMEDK,2023,11
VIT,Electrical and Electronics Engineering,Tulu,KCET,2024,18
MSRIT,Artificial Intelligence and Data Science,Tulu,KCET,2023,47
DSATM,Civil Engineering,SC,KCET,2023,45
PESCE,Robotics and Automation Engineering,GM,COMEDK,2024,11
SITM,Data Science,OBC,COMEDK,2024,41
HKBK,Information Science and Engineering,ST,COMEDK,2023,17
BMSCE,Data Science,OBC,KCET,2024,14
AIT,Information Science and Engineering,Tulu,KCET,2023,57
CITGubbi,Mechanical Engineering,Tulu,COMEDK,2023,10
BIT,Information Science and Engineering,Tulu,KCET,2023,10
CITGubbi,Civil Engineering,Tulu,COMEDK,2024,47
AEC,Chemical Engineering,ST,COMEDK,2024,53
GIT,Artificial Intelligence and Data Science,GM,KCET,2024,6
RAIT,Data Science,GM,KCET,2024,47
CMRIT,Mechanical Engineering,OBC,KCET,2023,32
NCET,Aerospace Engineering,SC,KCET,2024,59
NHCE,Artificial Intelligence and Data Science,Christian,COMEDK,2024,36
KSIT,Electronics and Communication Engineering,GM,COMEDK,2024,59
BNMIT,Chemical Engineering,Tulu,KCET,2024,32
JIT,Information Science and Engineering,Tulu,COMEDK,2023,60
RNSIT,Electronics and Communication Engineering,GM,KCET,2024,29
JIT,Robotics and Automation Engineering,Tulu,COMEDK,2024,25
AEC,Artificial Intelligence and Data Science,GM,KCET,2023,17
SITM,Biotechnology,GM,COMEDK,2023,55
BMIT,Information Science and Engineering,Christian,COMEDK,2024,24
PESU,Robotics and Automation Engineering,OBC,KCET,2024,49
CITGubbi,Information Science and Engineering,OBC,COMEDK,2023,51
BITM,Data Science,ST,KCET,2024,17
GMIT,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,18
VIT,Information Science and Engineering,ST,KCET,2023,16
DSATM,Artificial Intelligence and Data Science,Christian,COMEDK,2024,36
BMSIT,Civil Engineering,ST,COMEDK,2024,29
AIT,Artificial Intelligence and Data Science,Tulu,KCET,2024,30
VVCE,Computer Science and Engineering,SC,KCET,2023,15
KSIT,Electrical and Electronics Engineering,Tulu,KCET,2023,27
UVCE,Mechanical Engineering,SC,COMEDK,2024,54
NCET,Data Science,SC,COMEDK,2023,22
KLSGIT,Information Science and Engineering,ST,COMEDK,2024,41
PESCE,Chemical Engineering,Tulu,KCET,2024,53
UVCE,Electrical and Electronics Engineering,Christian,KCET,2024,15
MVJCE,Chemical Engineering,Tulu,KCET,2024,24
JIT,Robotics and Automation Engineering,Christian,KCET,2023,8
SITM,Artificial Intelligence and Data Science,ST,COMEDK,2023,37
KLSGIT,Robotics and Automation Engineering,ST,COMEDK,2024,60
MSRUAS,Aerospace Engineering,SC,COMEDK,2023,40
SCEM,Computer Science and Engineering,GM,KCET,2023,46
MSRUAS,Electrical and Electronics Engineering,OBC,KCET,2023,8
KLEIT,Robotics and Automation Engineering,OBC,COMEDK,2023,28
SJBCE,Chemical Engineering,Tulu,COMEDK,2023,36
CITGubbi,Civil Engineering,GM,COMEDK,2023,7
KSIT,Computer Science and Engineering,GM,COMEDK,2024,21
PESU,Electrical and Electronics Engineering,Christian,COMEDK,2024,23
NMIT,Civil Engineering,ST,COMEDK,2024,23
SCEM,Aerospace Engineering,Tulu,COMEDK,2023,31
CITGubbi,Artificial Intelligence and Data Science,OBC,KCET,2023,32
KLSGIT,Electrical and Electronics Engineering,OBC,KCET,2024,25
RAIT,Mechanical Engineering,SC,KCET,2023,20
ACU,Robotics and Automation Engineering,SC,KCET,2023,50
PRES,Information Science and Engineering,ST,KCET,2023,42
HKBK,Robotics and Automation Engineering,Tulu,KCET,2023,35
VVCE,Data Science,Tulu,KCET,2023,12
CITGubbi,Electronics and Communication Engineering,Christian,KCET,2023,54
RAIT,Biotechnology,Christian,KCET,2024,7
MSRIT,Mechanical Engineering,GM,KCET,2024,13
REVA,Chemical Engineering,OBC,KCET,2024,39
VVIT,Aerospace Engineering,Christian,KCET,2023,9
NMIT,Data Science,SC,KCET,2023,15
JSSSTU,Electronics and Communication Engineering,Christian,KCET,2023,14
JIT,Information Science and Engineering,GM,COMEDK,2023,26
AIT,Aerospace Engineering,Christian,COMEDK,2023,13
MVJCE,Artificial Intelligence and Data Science,SC,COMEDK,2023,38
VemanaIT,Chemical Engineering,OBC,KCET,2023,18
VemanaIT,Civil Engineering,Tulu,COMEDK,2024,26
HKBK,Artificial Intelligence and Data Science,OBC,COMEDK,2024,16
SIT,Data Science,ST,COMEDK,2023,17
DrAIT,Data Science,OBC,COMEDK,2023,9
KSIT,Information Science and Engineering,Christian,KCET,2024,7
RVUNIV,Biotechnology,SC,KCET,2023,53
BNMIT,Electrical and Electronics Engineering,SC,COMEDK,2024,8
AEC,Robotics and Automation Engineering,OBC,KCET,2024,49
BMIT,Robotics and Automation Engineering,Tulu,COMEDK,2024,29
RAIT,Information Science and Engineering,Tulu,COMEDK,2024,13
VVCE,Electronics and Communication Engineering,Christian,KCET,2023,32
MSRIT,Civil Engineering,ST,KCET,2023,17
GMIT,Electronics and Communication Engineering,GM,COMEDK,2024,7
SJBCE,Chemical Engineering,GM,KCET,2024,60
SJBIT,Biotechnology,Tulu,COMEDK,2024,33
KSIT,Electronics and Communication Engineering,GM,KCET,2024,36
RVUNIV,Artificial Intelligence and Data Science,GM,KCET,2023,27
RVUNIV,Information Science and Engineering,GM,COMEDK,2024,53
VemanaIT,Robotics and Automation Engineering,ST,COMEDK,2023,46
HKBK,Computer Science and Engineering,SC,KCET,2024,59
UVCE,Computer Science and Engineering,ST,KCET,2024,60
MSRIT,Artificial Intelligence and Data Science,SC,KCET,2024,50
KLEIT,Data Science,SC,KCET,2023,46
REVA,Civil Engineering,GM,COMEDK,2023,56
BITM,Information Science and Engineering,OBC,KCET,2024,44
JIT,Electronics and Communication Engineering,GM,KCET,2024,22
VIT,Mechanical Engineering,SC,COMEDK,2023,46
JIT,Electrical and Electronics Engineering,Tulu,KCET,2024,14
NMIT,Chemical Engineering,Tulu,COMEDK,2023,58
CMRIT,Aerospace Engineering,GM,KCET,2024,53
CITGubbi,Electronics and Communication Engineering,ST,KCET,2023,28
RAIT,Robotics and Automation Engineering,Christian,KCET,2024,19
NMIT,Mechanical Engineering,ST,KCET,2023,10
GIT,Electrical and Electronics Engineering,OBC,COMEDK,2023,26
SJBCE,Information Science and Engineering,Tulu,KCET,2023,24
JIT,Biotechnology,OBC,COMEDK,2024,11
DrAIT,Chemical Engineering,Christian,COMEDK,2024,30
JNNCE,Aerospace Engineering,Christian,COMEDK,2024,29
AIT,Mechanical Engineering,Tulu,COMEDK,2024,52
AECMandya,Electrical and Electronics Engineering,OBC,COMEDK,2023,25
YKCE,Chemical Engineering,Christian,KCET,2023,41
BIT,Data Science,GM,KCET,2024,50
RVUNIV,Artificial Intelligence and Data Science,GM,COMEDK,2023,56
ACU,Computer Science and Engineering,Christian,COMEDK,2023,14
JNNCE,Electronics and Communication Engineering,OBC,COMEDK,2024,47
BNMIT,Data Science,ST,KCET,2024,40
NCET,Biotechnology,OBC,KCET,2024,36
KLSGIT,Artificial Intelligence and Data Science,Christian,KCET,2024,51
CMRIT,Computer Science and Engineering,ST,COMEDK,2024,39
VVCE,Information Science and Engineering,Tulu,KCET,2023,24
KLEIT,Chemical Engineering,Tulu,COMEDK,2023,20
SJBCE,Chemical Engineering,GM,COMEDK,2023,24
EastPoint,Aerospace Engineering,SC,KCET,2023,59
KLEIT,Biotechnology,GM,KCET,2023,52
NHCE,Artificial Intelligence and Data Science,Tulu,KCET,2024,31
SCEM,Information Science and Engineering,GM,KCET,2023,23
GIT,Artificial Intelligence and Data Science,Tulu,KCET,2024,35
MSRUAS,Electronics and Communication Engineering,SC,COMEDK,2023,28
MSRIT,Aerospace Engineering,ST,KCET,2023,43
YKCE,Robotics and Automation Engineering,OBC,KCET,2024,45
CMRIT,Biotechnology,Christian,KCET,2023,44
PRES,Computer Science and Engineering,OBC,COMEDK,2024,28
GMIT,Electrical and Electronics Engineering,OBC,KCET,2023,38
BNMIT,Mechanical Engineering,Tulu,COMEDK,2024,8
DSATM,Biotechnology,Tulu,KCET,2024,10
NCET,Biotechnology,GM,KCET,2024,54
SJBCE,Computer Science and Engineering,GM,KCET,2024,59
REVA,Electrical and Electronics Engineering,SC,KCET,2023,37
JSSSTU,Robotics and Automation Engineering,SC,COMEDK,2023,53
AEC,Civil Engineering,Christian,KCET,2024,20
GMIT,Computer Science and Engineering,Christian,KCET,2023,44
VemanaIT,Robotics and Automation Engineering,Tulu,COMEDK,2024,29
DBIT,Mechanical Engineering,ST,COMEDK,2024,28
KLSGIT,Artificial Intelligence and Data Science,SC,COMEDK,2023,27
RVUNIV,Computer Science and Engineering,Christian,COMEDK,2023,14
MSRUAS,Computer Science and Engineering,OBC,COMEDK,2024,7
PRES,Data Science,GM,KCET,2023,49
HKBK,Computer Science and Engineering,SC,COMEDK,2023,47
BITM,Computer Science and Engineering,SC,KCET,2023,49
SIT,Electronics and Communication Engineering,Tulu,KCET,2023,42
JNNCE,Electrical and Electronics Engineering,Christian,KCET,2023,21
NHCE,Robotics and Automation Engineering,Christian,COMEDK,2023,34
AEC,Mechanical Engineering,OBC,COMEDK,2023,32
KLEIT,Electrical and Electronics Engineering,GM,KCET,2023,39
RNSIT,Electronics and Communication Engineering,GM,COMEDK,2023,34
DrAIT,Robotics and Automation Engineering,GM,KCET,2023,18
MSRIT,Electronics and Communication Engineering,Tulu,KCET,2023,60
KLSGIT,Computer Science and Engineering,SC,COMEDK,2024,21
BMSIT,Electrical and Electronics Engineering,ST,KCET,2023,56
KSIT,Civil Engineering,OBC,COMEDK,2023,31
KSIT,Electronics and Communication Engineering,Christian,COMEDK,2024,9
YKCE,Mechanical Engineering,ST,COMEDK,2024,27
VemanaIT,Mechanical Engineering,SC,COMEDK,2023,27
JSSSTU,Biotechnology,Christian,KCET,2024,58
RAIT,Information Science and Engineering,SC,KCET,2023,42
NHCE,Electronics and Communication Engineering,Tulu,COMEDK,2023,37
NHCE,Computer Science and Engineering,Christian,COMEDK,2024,60
DBIT,Chemical Engineering,SC,KCET,2024,14
SIT,Data Science,Christian,COMEDK,2024,14
GIT,Chemical Engineering,Tulu,COMEDK,2024,30
DBIT,Aerospace Engineering,OBC,KCET,2024,9
DSATM,Artificial Intelligence and Data Science,OBC,COMEDK,2023,55
RAIT,Artificial Intelligence and Data Science,GM,COMEDK,2024,51
VIT,Artificial Intelligence and Data Science,GM,COMEDK,2024,21
AIT,Chemical Engineering,ST,KCET,2024,31
DrAIT,Information Science and Engineering,Christian,KCET,2024,29
VSM,Artificial Intelligence and Data Science,OBC,KCET,2024,54
NIE,Information Science and Engineering,ST,KCET,2023,39
NHCE,Data Science,SC,KCET,2024,56
SITM,Chemical Engineering,ST,KCET,2023,29
BMSCE,Civil Engineering,Tulu,KCET,2024,9
VemanaIT,Electrical and Electronics Engineering,Tulu,COMEDK,2024,31
VIT,Artificial Intelligence and Data Science,GM,KCET,2023,30
VSM,Chemical Engineering,Christian,COMEDK,2023,51
MSRUAS,Artificial Intelligence and Data Science,OBC,COMEDK,2023,44
RNSIT,Civil Engineering,Christian,KCET,2023,29
CMRIT,Data Science,Tulu,KCET,2023,32
NMIT,Artificial Intelligence and Data Science,Tulu,KCET,2024,13
BNMIT,Electronics and Communication Engineering,GM,KCET,2024,9
BITM,Mechanical Engineering,ST,COMEDK,2024,27
AIT,Artificial Intelligence and Data Science,ST,COMEDK,2023,34
PESU,Information Science and Engineering,Christian,COMEDK,2024,48
EastPoint,Electronics and Communication Engineering,SC,COMEDK,2024,40
REVA,Biotechnology,SC,COMEDK,2024,9
UVCE,Biotechnology,SC,KCET,2024,39
SDMCET,Chemical Engineering,OBC,KCET,2024,21
MSRIT,Chemical Engineering,Christian,COMEDK,2023,49
BMSIT,Computer Science and Engineering,Tulu,KCET,2023,26
DrAIT,Electronics and Communication Engineering,Christian,KCET,2024,46
GIT,Data Science,SC,COMEDK,2023,39
AEC,Biotechnology,OBC,KCET,2023,30
MSRUAS,Robotics and Automation Engineering,Christian,COMEDK,2024,32
BMIT,Civil Engineering,ST,KCET,2023,57
BNMIT,Biotechnology,Christian,KCET,2023,47
BIT,Electrical and Electronics Engineering,OBC,KCET,2024,18
DSCE,Robotics and Automation Engineering,OBC,COMEDK,2024,57
NHCE,Robotics and Automation Engineering,SC,COMEDK,2023,16
CMRIT,Mechanical Engineering,SC,COMEDK,2024,50
VemanaIT,Electronics and Communication Engineering,Christian,COMEDK,2023,43
VIT,Robotics and Automation Engineering,ST,COMEDK,2024,9
DrAIT,Robotics and Automation Engineering,SC,COMEDK,2024,33
BNMIT,Computer Science and Engineering,ST,KCET,2023,55
ACU,Computer Science and Engineering,OBC,KCET,2024,49
NIE,Aerospace Engineering,SC,COMEDK,2023,14
